ts,mts,api_pods,api_cpu_n,api_mem_ki,db_cpu_n,db_mem_ki,usage_usec,thr_usec,nr_thr,cpu_quota,cpu_period,mem_cur,mem_max,inact_file,bsize,blocks,bavail,rbytes,wbytes
1788539568.161176,2026-09-04T16:32:36Z,1,352359,26108,430250233,1048000,598072330,729226943,1463,200000,100000,1051840512,1073741824,127696896,4096,118523922,94330034,6845247488,16837971968
1788539573.307903,2026-09-04T16:32:51Z,1,315803,26112,443492846,1025644,598102314,729226943,1463,200000,100000,1051836416,1073741824,127696896,4096,118523922,94330034,6845247488,16837971968
1788539578.468481,2026-09-04T16:32:51Z,1,315803,26112,443492846,1025644,598116862,729226943,1463,200000,100000,1052110848,1073741824,127696896,4096,118523922,94330034,6845247488,16837980160
1788539583.672491,2026-09-04T16:32:51Z,1,315803,26112,443492846,1025644,598146966,729226943,1463,200000,100000,1051406336,1073741824,127696896,4096,118523922,94330033,6845247488,16837980160
1788539588.856023,2026-09-04T16:33:06Z,1,291936,26108,4410940,1025644,598973685,729226943,1463,200000,100000,1072496640,1073741824,157687808,4096,118523922,94330033,6908887040,16841658368
1788539594.017843,2026-09-04T16:33:06Z,1,291936,26108,4410940,1025644,601575013,729226943,1463,200000,100000,1072750592,1073741824,128577536,4096,118523922,94330033,7025606656,16856346624
1788539599.199368,2026-09-04T16:33:06Z,1,291936,26108,4410940,1025644,606381442,729226943,1463,200000,100000,1073049600,1073741824,156655616,4096,118523922,94330033,7157415936,16921563136
1788539604.360052,2026-09-04T16:33:21Z,1,296261237,20908,721882768,1046752,612430258,729226943,1463,200000,100000,1072742400,1073741824,165109760,4096,118523922,94330033,7263031296,16922087424
1788539609.521605,2026-09-04T16:33:21Z,1,296261237,20908,721882768,1046752,618827887,729226943,1463,200000,100000,1073000448,1073741824,183762944,4096,118523922,94330033,7352692736,16922087424
1788539614.696487,2026-09-04T16:33:21Z,1,296261237,20908,721882768,1046752,625337447,729226943,1463,200000,100000,1072836608,1073741824,193363968,4096,118523922,94330033,7433474048,16922611712
1788539619.855866,2026-09-04T16:33:36Z,1,500663981,19084,1242433734,1046696,632327746,729485014,1467,200000,100000,1072791552,1073741824,206692352,4096,118523922,94330033,7504457728,16922611712
1788539625.005302,2026-09-04T16:33:36Z,1,500663981,19084,1242433734,1046696,639225851,729485014,1467,200000,100000,1073016832,1073741824,205524992,4096,118523922,94330032,7566008320,16922611712
1788539630.165442,2026-09-04T16:33:36Z,1,500663981,19084,1242433734,1046696,646217042,729485014,1467,200000,100000,1071603712,1073741824,202649600,4096,118523922,94330032,7622905856,16923066368
1788539635.319763,2026-09-04T16:33:51Z,1,499862872,16112,1358997863,1047136,653335492,729485014,1467,200000,100000,1072791552,1073741824,203403264,4096,118523922,94330032,7675473920,16923066368
1788539640.480433,2026-09-04T16:33:51Z,1,499862872,16112,1358997863,1047136,660325637,729485014,1467,200000,100000,1073004544,1073741824,202002432,4096,118523922,94330032,7728410624,16923066368
1788539645.642471,2026-09-04T16:33:51Z,1,499862872,16112,1358997863,1047136,667305468,729485014,1467,200000,100000,1072504832,1073741824,201445376,4096,118523922,94330032,7781834752,16923201536
1788539650.808530,2026-09-04T16:34:06Z,1,500347907,16584,1363462158,1047196,674863752,729936592,1472,200000,100000,1072820224,1073741824,196702208,4096,118523922,94330032,7837728768,16923201536
1788539655.982502,2026-09-04T16:34:06Z,1,500347907,16584,1363462158,1047196,681756551,729936592,1472,200000,100000,1072992256,1073741824,196829184,4096,118523922,94330032,7892869120,16923201536
1788539661.139443,2026-09-04T16:34:06Z,1,500347907,16584,1363462158,1047196,688606988,729936592,1472,200000,100000,1072799744,1073741824,196374528,4096,118523922,94330032,7947997184,16923201536
1788539666.303002,2026-09-04T16:34:21Z,1,499586312,17796,1375643343,1046672,695916710,730441302,1476,200000,100000,1072803840,1073741824,196440064,4096,118523922,94330032,7998992384,16923308032
1788539671.447738,2026-09-04T16:34:21Z,1,499586312,17796,1375643343,1046672,702845835,730441302,1476,200000,100000,1072746496,1073741824,195923968,4096,118523922,94330032,8054136832,16923308032
1788539676.607562,2026-09-04T16:34:21Z,1,499586312,17796,1375643343,1046672,709603130,730441302,1476,200000,100000,1072025600,1073741824,195878912,4096,118523922,94330032,8110215168,16923308032
1788539681.762267,2026-09-04T16:34:36Z,1,498573369,18856,1356716018,1047536,716720103,730781869,1480,200000,100000,1073156096,1073741824,191774720,4096,118523922,94330031,8172707840,16923348992
1788539686.942103,2026-09-04T16:34:36Z,1,498573369,18856,1356716018,1047536,723517096,730781869,1480,200000,100000,1072365568,1073741824,191680512,4096,118523922,94330031,8230539264,16923348992
1788539692.089802,2026-09-04T16:34:51Z,1,500016732,19084,1335369294,1046580,730313060,730781869,1480,200000,100000,1072205824,1073741824,191762432,4096,118523922,94330031,8288563200,16923348992
1788539697.272053,2026-09-04T16:34:51Z,1,500016732,19084,1335369294,1046580,737375146,730837459,1482,200000,100000,1072947200,1073741824,191725568,4096,118523922,94330031,8340160512,16923475968
1788539702.416094,2026-09-04T16:34:51Z,1,500016732,19084,1335369294,1046580,744132236,730837459,1482,200000,100000,1072791552,1073741824,192131072,4096,118523922,94330031,8398499840,16923475968
1788539707.570666,2026-09-04T16:35:06Z,1,499965443,19000,1336642199,1047764,751284421,731199689,1486,200000,100000,1072734208,1073741824,186372096,4096,118523922,94330031,8457760768,16923475968
1788539712.721885,2026-09-04T16:35:06Z,1,499965443,19000,1336642199,1047764,751847574,731199689,1486,200000,100000,1071378432,1073741824,185737216,4096,118523922,94330031,8463147008,16923475968
1788539717.889631,2026-09-04T16:35:06Z,1,499965443,19000,1336642199,1047764,751874024,731199689,1486,200000,100000,1071067136,1073741824,185737216,4096,118523922,94330031,8463147008,16923508736
1788539723.065428,2026-09-04T16:35:21Z,1,49484272,18496,156831356,1044148,751888014,731199689,1486,200000,100000,1070637056,1073741824,185212928,4096,118523922,94330031,8463147008,16923508736
1788539728.251016,2026-09-04T16:35:21Z,1,49484272,18496,156831356,1044148,751917990,731199689,1486,200000,100000,1070964736,1073741824,185458688,4096,118523922,94330030,8463392768,16923508736
